Details,Posting Date,Description,Amount,Type,Account Head,Statement
DEBIT,19/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230915 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000086067216 EED:230918   IND ID:21151369                     IND NAME:Absolut Pet                                                                                                  RP3GFI5OR TRN: 2616067216TC,-15.53,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,20/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230918 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080247262 EED:230919   IND ID:21175515                     IND NAME:Absolut Pet                                                                                                  RLIJCE2RA TRN: 2620247262TC,-35.3,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,21/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230919 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089366744 EED:230920   IND ID:21200251                     IND NAME:Absolut Pet                                                                                                  RMKKRPWLR TRN: 2639366744TC,-42,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,21/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230919 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089366786 EED:230920   IND ID:21220410                     IND NAME:Absolut Pet                                                                                                  RZ64BRFD6 TRN: 2639366786TC,-53.27,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,21/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230919 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089366956 EED:230920   IND ID:21239028                     IND NAME:Absolut Pet                                                                                                  RBIKAYQEL TRN: 2639366956TC,-12.6,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,22/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230920 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000085961616 EED:230921   IND ID:21261843                     IND NAME:Absolut Pet                                                                                                  RBIZMKAVM TRN: 2645961616TC,-45.07,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,25/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230921 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087240663 EED:230922   IND ID:21285597                     IND NAME:Absolut Pet                                                                                                  RGX64IPHF TRN: 2657240663TC,-24.5,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,26/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230922 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083348913 EED:230925   IND ID:21319970                     IND NAME:Absolut Pet                                                                                                  R7POHYGZO TRN: 2683348913TC,-16.8,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,26/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230925 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083141826 EED:230926   IND ID:21351139                     IND NAME:Absolut Pet                                                                                                  RDFVI4ZX5 TRN: 2693141826TC,-3.74,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,29/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230926 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087952170 EED:230927   IND ID:21376045                     IND NAME:Absolut Pet                                                                                                  RUIX7VCNB TRN: 2707952170TC,-23.94,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230928 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080368795 EED:230929   IND ID:21461635                     IND NAME:Absolut Pet                                                                                                  RDQJ43UB4 TRN: 2720368795TC,-18.9,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/2/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:230929 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087669466 EED:231002   IND ID:21490459                     IND NAME:Absolut Pet                                                                                                  R4NKAFJG2 TRN: 2757669466TC,-38.98,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/3/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231002 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080022699 EED:231003   IND ID:21514933                     IND NAME:Absolut Pet                                                                                                  R7AIDLQFP TRN: 2760022699TC,-42.69,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/4/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231003 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000082874121 EED:231004   IND ID:21539938                     IND NAME:Absolut Pet                                                                                                  RTFBHO7SN TRN: 2772874121TC,-16.43,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/4/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231003 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000082874384 EED:231004   IND ID:21579471                     IND NAME:Absolut Pet                                                                                                  RCIHACRH5 TRN: 2772874384TC,-16.8,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/6/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231005 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087922100 EED:231006   IND ID:21626579                     IND NAME:Absolut Pet                                                                                                  R5ZFQUHSN TRN: 2797922100TC,-11.9,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231006 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080769819 EED:231010   IND ID:21661267                     IND NAME:Absolut Pet                                                                                                  RFLWHSIKQ TRN: 2830769819TC,-16.8,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231010 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084465319 EED:231011   IND ID:21694109                     IND NAME:Absolut Pet                                                                                                  RXMCUDZL3 TRN: 2844465319TC,-21.89,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231011 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083315901 EED:231012   IND ID:21719352                     IND NAME:Absolut Pet                                                                                                  RYIPO7S6I TRN: 2853315901TC,-40.73,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231011 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083316017 EED:231012   IND ID:21739688                     IND NAME:Absolut Pet                                                                                                  RWFGSTWDY TRN: 2853316017TC,-61.59,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231011 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083316121 EED:231012   IND ID:21758454                     IND NAME:Absolut Pet                                                                                                  R4D4YXSAA TRN: 2853316121TC,-39.75,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,10/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231011 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083316229 EED:231012   IND ID:21777792                     IND NAME:Absolut Pet                                                                                                  RDYX7DBWQ TRN: 2853316229TC,-41.72,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,16/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231012 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081519508 EED:231013   IND ID:21801288                     IND NAME:Absolut Pet                                                                                                  RATCEOMVR TRN: 2861519508TC,-3.5,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,17/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231013 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084545202 EED:231016   IND ID:21826046                     IND NAME:Absolut Pet                                                                                                  RNXUHJ243 TRN: 2894545202TC,-96.58,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,17/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231016 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084938511 EED:231017   IND ID:21857579                     IND NAME:Absolut Pet                                                                                                  R4FXHH2PG TRN: 2904938511TC,-95.89,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,19/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231017 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080460881 EED:231018   IND ID:21882962                     IND NAME:Absolut Pet                                                                                                  RBHR6RS4U TRN: 2910460881TC,-101.94,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,19/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231017 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080460935 EED:231018   IND ID:21903571                     IND NAME:Absolut Pet                                                                                                  RVV2DACEU TRN: 2910460935TC,-23.1,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,19/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231017 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080461183 EED:231018   IND ID:21922617                     IND NAME:Absolut Pet                                                                                                  RUXB2UOXO TRN: 2910461183TC,-83.39,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,23/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231018 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089175990 EED:231019   IND ID:21945904                     IND NAME:Absolut Pet                                                                                                  RNKS3CUL2 TRN: 2929175990TC,-105.9,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,24/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231020 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087287609 EED:231023   IND ID:22009549                     IND NAME:Absolut Pet                                                                                                  RDLEEUIN4 TRN: 2967287609TC,-15.4,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,24/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231023 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000088019446 EED:231024   IND ID:22038145                     IND NAME:Absolut Pet                                                                                                  R35YJMFNU TRN: 2978019446TC,-26.6,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,26/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231024 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084867263 EED:231025   IND ID:22063379                     IND NAME:Absolut Pet                                                                                                  R65M5COYC TRN: 2984867263TC,-10.71,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,26/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231024 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084867381 EED:231025   IND ID:22102565                     IND NAME:Absolut Pet                                                                                                  RKQNYQWRW TRN: 2984867381TC,-7.16,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,26/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231024 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084867467 EED:231025   IND ID:22083743                     IND NAME:Absolut Pet                                                                                                  RWZV35L7P TRN: 2984867467TC,-75.51,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,26/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231025 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089337065 EED:231026   IND ID:22125768                     IND NAME:Absolut Pet                                                                                                  RN6K56226 TRN: 2999337065TC,-13.3,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,27/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231026 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080687180 EED:231027   IND ID:22150432                     IND NAME:Absolut Pet                                                                                                  RR2P2CVXX TRN: 3000687180TC,-41.43,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,27/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231027 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080695267 EED:231030   IND ID:22179385                     IND NAME:Absolut Pet                                                                                                  RLLIQMQTL TRN: 3030695267TC,-53.52,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,30/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231030 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087871782 EED:231031   IND ID:22203926                     IND NAME:Absolut Pet                                                                                                  RUK6ZGGQO TRN: 3047871782TC,-34.16,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/1/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231031 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084476313 EED:231101   IND ID:22228799                     IND NAME:Absolut Pet                                                                                                  RCHCCDBQT TRN: 3054476313TC,-86.44,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/1/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231031 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084476365 EED:231101   IND ID:22248839                     IND NAME:Absolut Pet                                                                                                  RMP6NCP4B TRN: 3054476365TC,-43.91,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/1/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231031 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084476409 EED:231101   IND ID:22267413                     IND NAME:Absolut Pet                                                                                                  RXUZ7A6ZJ TRN: 3054476409TC,-55.92,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/2/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231101 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089636402 EED:231102   IND ID:22290307                     IND NAME:Absolut Pet                                                                                                  R5KVGYGPX TRN: 3069636402TC,-56.96,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/3/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231102 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000088872699 EED:231103   IND ID:22314477                     IND NAME:Absolut Pet                                                                                                  RHOA4RTMA TRN: 3078872699TC,-51.46,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/6/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231103 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089200023 EED:231106   IND ID:22343572                     IND NAME:Absolut Pet                                                                                                  RQVERYIHR TRN: 3109200023TC,-39.96,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/7/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231106 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081271853 EED:231107   IND ID:22368218                     IND NAME:Absolut Pet                                                                                                  REY3IGSPW TRN: 3111271853TC,-88.14,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/8/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231107 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084071722 EED:231108   IND ID:22405302                     IND NAME:Absolut Pet                                                                                                  RCTY5RYCI TRN: 3124071722TC,-55.35,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/8/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231107 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084071845 EED:231108   IND ID:22426222                     IND NAME:Absolut Pet                                                                                                  RNS4XZCIH TRN: 3124071845TC,-58.73,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/8/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231107 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084072017 EED:231108   IND ID:22445662                     IND NAME:Absolut Pet                                                                                                  R3J7LF7EA TRN: 3124072017TC,-40.98,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,11/9/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231108 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083053502 EED:231109   IND ID:22472297                     IND NAME:Absolut Pet                                                                                                  RF5TRWNEG TRN: 3133053502TC,-31.14,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,31/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231109 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080020446 EED:231113   IND ID:22497043                     IND NAME:Absolut Pet                                                                                                  RSA6JK36Q TRN: 3170020446TC,-77.55,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,31/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231113 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089862055 EED:231114   IND ID:22530058                     IND NAME:Absolut Pet                                                                                                  RPJNWBTBW TRN: 3189862055TC,-67.09,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231114 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081987863 EED:231115   IND ID:22552549                     IND NAME:Absolut Pet                                                                                                  REPXWCGXB TRN: 3191987863TC,-95.74,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231114 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081987993 EED:231115   IND ID:22574400                     IND NAME:Absolut Pet                                                                                                  R4OXCIQ4Z TRN: 3191987993TC,-108.8,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231114 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081988111 EED:231115   IND ID:22595512                     IND NAME:Absolut Pet                                                                                                  R37KPV7Z5 TRN: 3191988111TC,-115.15,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231114 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081988233 EED:231115   IND ID:22615140                     IND NAME:Absolut Pet                                                                                                  RYTRWUERV TRN: 3191988233TC,-178.66,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231115 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000086273554 EED:231116   IND ID:22639006                     IND NAME:Absolut Pet                                                                                                  RQ7PORZVS TRN: 3206273554TC,-183.37,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,14/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231116 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083275074 EED:231117   IND ID:22663616                     IND NAME:Absolut Pet                                                                                                  RKR7JJZGO TRN: 3213275074TC,-189.06,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,14/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231117 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000088108552 EED:231120   IND ID:22689264                     IND NAME:Absolut Pet                                                                                                  RDNI2P24F TRN: 3248108552TC,-213.95,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,15/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231120 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083563482 EED:231121   IND ID:22722737                     IND NAME:Absolut Pet                                                                                                  RWGYGBVGN TRN: 3253563482TC,-187.44,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,15/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231121 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000086381181 EED:231122   IND ID:22749025                     IND NAME:Absolut Pet                                                                                                  RQUTBVSUX TRN: 3266381181TC,-115.96,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,15/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231121 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000086381243 EED:231122   IND ID:22770531                     IND NAME:Absolut Pet                                                                                                  R7G6YJ73N TRN: 3266381243TC,-122.98,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,15/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231121 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000086381357 EED:231122   IND ID:22790483                     IND NAME:Absolut Pet                                                                                                  RXT6T3CAX TRN: 3266381357TC,-88.91,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,16/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231122 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081865208 EED:231124   IND ID:22825577                     IND NAME:Absolut Pet                                                                                                  RLE2BVVHE TRN: 3281865208TC,-190.33,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,16/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231124 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083777119 EED:231127   IND ID:22863045                     IND NAME:Absolut Pet                                                                                                  RLOZWJW6W TRN: 3313777119TC,-137.32,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,16/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231127 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000082057314 EED:231128   IND ID:22887601                     IND NAME:Absolut Pet                                                                                                  R3KTVAD36 TRN: 3322057314TC,-188.99,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,16/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231127 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000082057448 EED:231128   IND ID:22907396                     IND NAME:Absolut Pet                                                                                                  RWYVDR62B TRN: 3322057448TC,-207.94,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,29/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231128 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081282253 EED:231129   IND ID:22936747                     IND NAME:Absolut Pet                                                                                                  RVZZNXWIX TRN: 3331282253TC,-167.8,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,29/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231128 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081282391 EED:231129   IND ID:22961072                     IND NAME:Absolut Pet                                                                                                  R7PYXABGN TRN: 3331282391TC,-108.84,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,29/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231128 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081282515 EED:231129   IND ID:22983308                     IND NAME:Absolut Pet                                                                                                  R53XTUSPJ TRN: 3331282515TC,-235.56,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,30/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231129 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087594421 EED:231130   IND ID:23011185                     IND NAME:Absolut Pet                                                                                                  RC6XVWPIS TRN: 3347594421TC,-129.51,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/1/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231130 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000082613060 EED:231201   IND ID:23039469                     IND NAME:Absolut Pet                                                                                                  RRCXPWKN5 TRN: 3352613060TC,-71.46,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/4/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231201 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080384734 EED:231204   IND ID:23071503                     IND NAME:Absolut Pet                                                                                                  R7RAB7MWW TRN: 3380384734TC,-198.42,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231204 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000080012938 EED:231205   IND ID:23097744                     IND NAME:Absolut Pet                                                                                                  REGAKDFKX TRN: 3390012938TC,-176.06,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/6/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231205 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000088653322 EED:231206   IND ID:23124609                     IND NAME:Absolut Pet                                                                                                  RUMNOEYHD TRN: 3408653322TC,-198.5,ACH_DEBIT,Short Term Loans,Balance Sheet
